system:index,date,runoff_m,sub_surface_runoff_m,surface_runoff_m,.geo
20140611,2014-06-11,0.0015374108465543565,5.126322949184733E-4,0.0010247780611690421,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140612,2014-06-12,0.0012724962046583757,4.7155820564927746E-4,8.00937850844099E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140613,2014-06-13,0.0014245016205364856,4.8243854159716655E-4,9.420629081347648E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140614,2014-06-14,0.0013647906858839727,4.91920866048724E-4,8.728689579136075E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140615,2014-06-15,0.001302495121395743,4.885240628024423E-4,8.139711432428616E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140616,2014-06-16,0.0013105874659566365,5.218799337354997E-4,7.887075637236878E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140617,2014-06-17,0.0014986601200690133,5.637445732273422E-4,9.34915037215669E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140618,2014-06-18,0.0013844367252080297,5.109534263263749E-4,8.734830764370038E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140619,2014-06-19,0.0021899976502545433,7.739273090220575E-4,0.0014160701403703418,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140620,2014-06-20,0.0029062231430518953,0.0010104359343602355,0.0018957869634929011,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140621,2014-06-21,0.003338918008692052,0.0011958529633854247,0.002143064773765688,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140622,2014-06-22,0.0032041208899268258,0.0013320579950416131,0.0018720627283993218,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140623,2014-06-23,0.0025667776062076268,0.0011408644831283486,0.0014259131102865156,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140624,2014-06-24,0.0018767454959020477,8.934914713376283E-4,9.832536088659278E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140625,2014-06-25,0.001816041707727344,8.959835296522212E-4,9.200581544788137E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140626,2014-06-26,0.0016204841740210464,7.70973563297184E-4,8.495103312107957E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140627,2014-06-27,0.0016906118357378598,7.645605748999013E-4,9.260511438092331E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140628,2014-06-28,0.0017963752279099316,7.575083071910705E-4,0.0010388666738224321,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140629,2014-06-29,0.002188578744912275,8.700506854539175E-4,0.0013185276492914352,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140630,2014-06-30,0.002440228048204599,9.620473407488861E-4,0.0014781802135286314,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140701,2014-07-01,0.0019789755549387707,9.061279187871123E-4,0.0010728477058525613,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140702,2014-07-02,0.0019209244060489025,9.055525767918989E-4,0.0010153716284543506,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140703,2014-07-03,0.0022023299763539164,0.0010483533834573417,0.0011539766504064964,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140704,2014-07-04,0.002128731181684491,0.0010198375089009672,0.0011088937724653193,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140705,2014-07-05,0.001959659852680662,9.797038912143518E-4,9.799558161233883E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140706,2014-07-06,0.0018047633755826013,8.635889825274395E-4,9.411742626653226E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140707,2014-07-07,0.001996938578769095,9.928387059969235E-4,0.001004099686861635,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140708,2014-07-08,0.0018416666965503175,0.0010343399405249273,8.073266025353182E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140709,2014-07-09,0.0016807728338306123,9.4151526750299E-4,7.392574021859243E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140710,2014-07-10,0.0017012549550739458,0.0010007065413839926,7.005485362413967E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140711,2014-07-11,0.002022944327483992,0.0010652219915564466,9.577225222481216E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140712,2014-07-12,0.002018793528582047,0.001044472352790982,9.743209309261364E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140713,2014-07-13,0.00241947167043815,0.0012389063385662663,0.0011805652000592066,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140714,2014-07-14,0.0031915508619145814,0.0015315176171654197,0.001660033465475,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140715,2014-07-15,0.003791866574390889,0.0018047930924864882,0.0019870732452854454,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140716,2014-07-16,0.003245071761409576,0.0017478270019005598,0.0014972447604121762,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140717,2014-07-17,0.003082586119837454,0.0016307904443534163,0.0014517957564766971,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140718,2014-07-18,0.0035518554303868946,0.0017195634343316198,0.0018322919662808778,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140719,2014-07-19,0.0038657656867909897,0.002010017741144628,0.001855747984744926,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140720,2014-07-20,0.004249412290174647,0.0018896602226161523,0.0023597518858432163,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140721,2014-07-21,0.004850681449859889,0.0019459901916036551,0.0029046910502440073,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140722,2014-07-22,0.0043383767279761,0.002181577417243565,0.0021567992838047996,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140723,2014-07-23,0.0038036597005287926,0.0021296945316189564,0.0016739652202023354,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140724,2014-07-24,0.002655938141196117,0.0016916061268325185,9.643318857751707E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140725,2014-07-25,0.0021036093878738973,0.0014424594987346995,6.611497947524856E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140726,2014-07-26,0.0020517521607467983,0.0013113947705598104,7.403574254314975E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140727,2014-07-27,0.002324444949705438,0.0014134210840735036,9.110237692525612E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140728,2014-07-28,0.0025057442690111383,0.00155055701795037,9.551872370059329E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140729,2014-07-29,0.0028517734326381624,0.001694684659963498,0.0011570888400274394,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140730,2014-07-30,0.0030983944601995295,0.0018014918516630857,0.0012969024588669923,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140731,2014-07-31,0.0031490158488208164,0.0018140562806807992,0.0013349596446591396,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140801,2014-08-01,0.0029564230375337688,0.0017942207194473936,0.0011622023834607475,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140802,2014-08-02,0.003585515635211382,0.0020997278892676617,0.0014857876987805988,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140803,2014-08-03,0.0040927680967891905,0.002096411836860445,0.0019963562085954403,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140804,2014-08-04,0.004949048000857623,0.0023265396655619878,0.00262250823320278,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140805,2014-08-05,0.004037348721110617,0.002224562555914028,0.0018127858966527546,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140806,2014-08-06,0.0037125620225272396,0.0022258753105282698,0.001486686580629759,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140807,2014-08-07,0.0031502724871973658,0.0019928909620728903,0.001157381519933621,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140808,2014-08-08,0.0025422013979886095,0.001736402161388581,8.057991601669439E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140809,2014-08-09,0.0028536344093571383,0.0017614403134759468,0.0010921940749299669,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140810,2014-08-10,0.0032163290668699163,0.0019518036956917824,0.00126452535946897,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140811,2014-08-11,0.003072234184518365,0.0019381915949732405,0.0011340426705830152,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140812,2014-08-12,0.0033285112203839417,0.0019773875832034015,0.0013511236456625077,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140813,2014-08-13,0.004798473070041634,0.002332088135031106,0.0024663850188881924,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140814,2014-08-14,0.006880178549743379,0.00307003037359042,0.0038101482235589545,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140815,2014-08-15,0.00599196321314267,0.0031442804167571914,0.0028476827716711504,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140816,2014-08-16,0.004089815108672807,0.0026359781676402756,0.0014538370528104215,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140817,2014-08-17,0.002691974126988588,0.0021083213439776613,5.836526996947249E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140818,2014-08-18,0.002474238807993296,0.0018631757550236804,6.110627540928625E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140819,2014-08-19,0.002625690512725515,0.001876820789716776,7.488695623459662E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140820,2014-08-20,0.0027284722015704873,0.001759664342017366,9.688075840814303E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140821,2014-08-21,0.0029035860537849675,0.0017624427132622634,0.0011411432816789344,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140822,2014-08-22,0.0034415832161379498,0.0020240211822557647,0.001417561924840333,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140823,2014-08-23,0.0033937247016025537,0.002150160834062096,0.0012435639477218897,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140824,2014-08-24,0.0032990067961853474,0.002084640024873248,0.0012143667135912643,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140825,2014-08-25,0.0031618574984792302,0.001968764057896111,0.0011930933101313317,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140826,2014-08-26,0.003032416499104642,0.0019843133502549758,0.0010481033323840505,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140827,2014-08-27,0.0027175331947218435,0.0019017739103726558,8.157593088157163E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140828,2014-08-28,0.002629931829711655,0.0019180129155290245,7.119189649431622E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140829,2014-08-29,0.0028529605296068994,0.001907841922188768,9.451186367367706E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140830,2014-08-30,0.0038303152191215945,0.0024740814403109526,0.0013562335136606727,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140831,2014-08-31,0.004031553056599708,0.0025311226907233763,0.0015004303009591967,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140901,2014-09-01,0.0034975203002739364,0.002162372833568931,0.0013351475390740994,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140902,2014-09-02,0.0028379982103018146,0.001949175053424675,8.888233715271503E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140903,2014-09-03,0.0033738566326493315,0.0021661318795150493,0.001207724681249954,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140904,2014-09-04,0.004010871986868503,0.0021960683444691297,0.0018148037567191056,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140905,2014-09-05,0.003661558406391838,0.002066188258321535,0.0015953698966895203,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140906,2014-09-06,0.004137436981432071,0.0020026999678272026,0.002134736889551428,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140907,2014-09-07,0.0038029648018358952,0.0022550566327094795,0.0015479081697867031,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140908,2014-09-08,0.0032952951548212432,0.002058161983744484,0.0012371331908460584,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140909,2014-09-09,0.002757727596123351,0.001826931911501391,9.307957033455114E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140910,2014-09-10,0.002399168610147505,0.0016795227583913015,7.19645871277707E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140911,2014-09-11,0.0023281168506999253,0.0016266469349228777,7.014698275079541E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140912,2014-09-12,0.002042065124613625,0.0015450745592943697,4.969906596612268E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140913,2014-09-13,0.0020744224318341906,0.0015209530992257555,5.534691150340811E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140914,2014-09-14,0.0019332949315885373,0.0014559807135391936,4.773143094546817E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140915,2014-09-15,0.0018017915175959891,0.0014157851618478512,3.86006225248659E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140916,2014-09-16,0.0016139288896800286,0.001370802225122915,2.431264454311085E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140917,2014-09-17,0.0015576033299186075,0.0013490703828342786,2.0853270888028866E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140918,2014-09-18,0.002051488379125537,0.0014784894050546774,5.729986604976699E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140919,2014-09-19,0.002771033339087343,0.0016079887652682109,0.001163044183034084,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140920,2014-09-20,0.002925031616291408,0.0018051928502229953,0.0011198388671287978,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140921,2014-09-21,0.004292891595785895,0.0022038432703804143,0.002089048384419359,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140922,2014-09-22,0.0036493774376029076,0.002276093393592867,0.0013732835235937715,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140923,2014-09-23,0.003079245150641713,0.0024313035174035958,6.479417501547438E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140924,2014-09-24,0.0024587617645960512,0.0018996124480904816,5.591491108837492E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140925,2014-09-25,0.002255650607245039,0.0017165395245472333,5.391109444169632E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140926,2014-09-26,0.0023194514128911663,0.0016546751222219448,6.647750800193605E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140927,2014-09-27,0.001976039853121364,0.0015242404948363232,4.5179933084451315E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140928,2014-09-28,0.0015632822771873118,0.0013934682414320373,1.698135658723935E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140929,2014-09-29,0.001428072446246438,0.0013097328252466619,1.1833908440277167E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140930,2014-09-30,0.0014108299591887358,0.0012580488598758672,1.5278080101429958E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141001,2014-10-01,0.0013097071580621688,0.0011922439897401028,1.1746275796684095E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141002,2014-10-02,0.0012372324097548579,0.0011391557193193124,9.807670645108489E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141003,2014-10-03,0.0012173857147823634,0.0011037663659894449,1.1361948316562605E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141004,2014-10-04,0.0011320099410915578,0.0010510766003369138,8.093314623676776E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141005,2014-10-05,0.001092714619625003,0.00100664628921014,8.606750253712093E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141006,2014-10-06,0.0010776161471556548,9.709217129426982E-4,1.0669444423674103E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141007,2014-10-07,0.0010889078437250365,9.449416590421131E-4,1.4396604709334315E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141008,2014-10-08,0.0010096179587075036,9.084560676069035E-4,1.011617713766428E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141009,2014-10-09,9.692983411337999E-4,8.85167311411929E-4,8.413039341259082E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141010,2014-10-10,9.640725448284617E-4,8.631955701985595E-4,1.0087565342734903E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141011,2014-10-11,0.0010102541309764893,8.493555244079566E-4,1.6089851647491918E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141012,2014-10-12,0.0018086124326890311,0.0010128068647773131,7.958049778142106E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141013,2014-10-13,0.0014453307860051614,8.724498973809208E-4,5.728801752324047E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141014,2014-10-14,0.001748096503140029,9.290333379556915E-4,8.190628278329281E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141015,2014-10-15,0.001155058791144359,8.023898426199992E-4,3.5266878157336825E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141016,2014-10-16,0.0010354192077230975,8.057639259844064E-4,2.2965487413523656E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141017,2014-10-17,0.0010195906873346607,8.105742477082356E-4,2.0901547415271154E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141018,2014-10-18,0.001262737728896236,9.10114736936784E-4,3.5262300995782063E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141019,2014-10-19,0.0010421955889620648,8.394764925598253E-4,2.0271771046200085E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141020,2014-10-20,9.16074417219793E-4,7.681790455041066E-4,1.4789455617642287E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141021,2014-10-21,8.230801716611198E-4,7.457716278358494E-4,7.730836251216289E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141022,2014-10-22,8.532885560909068E-4,7.587796804371258E-4,9.450771276243183E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141023,2014-10-23,8.868921603520707E-4,7.498021586212687E-4,1.3708922316469548E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141024,2014-10-24,7.979014911825693E-4,7.165698443801746E-4,8.133111558651368E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141025,2014-10-25,9.258993237300998E-4,7.279296755086763E-4,1.979697609831082E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141026,2014-10-26,8.783842620798796E-4,7.007965633606133E-4,1.775866886921188E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141027,2014-10-27,7.920562724891817E-4,6.61666016049488E-4,1.3039037182876304E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141028,2014-10-28,7.393279539527475E-4,6.450309706598937E-4,9.42968883825338E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141029,2014-10-29,6.908706536944471E-4,6.25591076983165E-4,6.527892302999575E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141030,2014-10-30,6.631522410807503E-4,6.116689649042472E-4,5.148228012306587E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141031,2014-10-31,6.634986632787886E-4,6.18563849667424E-4,4.4933955947916114E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141101,2014-11-01,6.343092895362854E-4,5.835306022747473E-4,5.0778373839777786E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141102,2014-11-02,6.285377467524061E-4,5.693523214728361E-4,5.918527588396764E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141103,2014-11-03,7.579597303346818E-4,5.971831243485342E-4,1.607768366620223E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141104,2014-11-04,6.487737002685387E-4,5.592034512236058E-4,8.957036957864065E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141105,2014-11-05,7.332509105394115E-4,5.784131141323588E-4,1.5483687811022347E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141106,2014-11-06,9.1656195730376E-4,6.402180223945748E-4,2.7634247104812635E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141107,2014-11-07,5.533721001574353E-4,5.1445437044569E-4,3.891692494505304E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141108,2014-11-08,5.275226776458196E-4,5.017289545268766E-4,2.5794032450656658E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141109,2014-11-09,5.135177340485187E-4,4.898629722144785E-4,2.3654729350151452E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141110,2014-11-10,5.041076637710706E-4,4.792050295568974E-4,2.490153596856876E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141111,2014-11-11,5.364828873898488E-4,4.730890635482551E-4,6.339397910013633E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141112,2014-11-12,5.805896174514864E-4,4.702716978812463E-4,1.1031737491900573E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141113,2014-11-13,6.204098021398305E-4,4.6677368770835307E-4,1.5363602934090692E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141114,2014-11-14,5.639056250475447E-4,4.5331677921820856E-4,1.1058829858464153E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141115,2014-11-15,4.7207207568719813E-4,4.362678160046798E-4,3.5803022883205404E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141116,2014-11-16,4.6757182782195694E-4,4.309506696262154E-4,3.662060474837541E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141117,2014-11-17,4.5001572653842383E-4,4.206026113522128E-4,2.9411046373878306E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141118,2014-11-18,4.430027454179057E-4,4.1419990892947614E-4,2.880165756089205E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141119,2014-11-19,4.5907313052821785E-4,4.1685466679404124E-4,4.2215550662774224E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141120,2014-11-20,4.4382502665073887E-4,4.0687045846806455E-4,3.6953583532103846E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141121,2014-11-21,4.6151976496677105E-4,4.0911063740003425E-4,5.2408895202531777E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141122,2014-11-22,5.857632764161634E-4,4.435151728965402E-4,1.4224695039836684E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141123,2014-11-23,5.583152327124523E-4,4.251222674723302E-4,1.3318984566389482E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141124,2014-11-24,4.1238330492489805E-4,3.8763948329359493E-4,2.4744077667531246E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141125,2014-11-25,4.904845868729087E-4,4.1424747282074655E-4,7.623701199372446E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141126,2014-11-26,4.6138324144360155E-4,3.912880887927468E-4,7.009418385800308E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141127,2014-11-27,4.5657276450990366E-4,3.9304678780019783E-4,6.35249414785482E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141128,2014-11-28,4.627339289120233E-4,3.921851607773617E-4,7.054720117384818E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141129,2014-11-29,4.104415499686067E-4,3.664556344495898E-4,4.3985770963721974E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141130,2014-11-30,3.789995074904861E-4,3.564627027976082E-4,2.2535689156883158E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141201,2014-12-01,3.842321035939116E-4,3.506105261714325E-4,3.361978681492829E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141202,2014-12-02,3.6623748930271965E-4,3.399428921250963E-4,2.6291462244669448E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141203,2014-12-03,3.5340654259465113E-4,3.319383437713139E-4,2.1468071159212056E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141204,2014-12-04,3.424020110274743E-4,3.2528446692154685E-4,1.7117544538580726E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141205,2014-12-05,3.3562510340604863E-4,3.1868155966062776E-4,1.69424950902183E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141206,2014-12-06,3.407407945223797E-4,3.14030470926703E-4,2.6710219746153423E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141207,2014-12-07,3.2759360655829073E-4,3.071805965574391E-4,2.04111137964497E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141208,2014-12-08,3.5684019903294207E-4,3.05329567364233E-4,5.150924101894368E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141209,2014-12-09,3.652545905035844E-4,3.009690013714801E-4,6.428458180952932E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141210,2014-12-10,4.051432551955282E-4,3.00879711428618E-4,1.0426311173822402E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141211,2014-12-11,3.4460311608993646E-4,2.99360647881806E-4,4.524159046712089E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141212,2014-12-12,3.279928303453371E-4,2.9173737921820895E-4,3.62556636256731E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141213,2014-12-13,3.5193383585126496E-4,2.9452416367469137E-4,5.740876498221368E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141214,2014-12-14,3.414692167779872E-4,2.8347584700090013E-4,5.799260977523925E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141215,2014-12-15,3.342064851920325E-4,2.791096547707331E-4,5.509681712360897E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141216,2014-12-16,3.218507722308238E-4,2.7679665641962536E-4,4.505424489914586E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141217,2014-12-17,4.3318228533250263E-4,3.1784024342125815E-4,1.1533959181207367E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141218,2014-12-18,3.088151114831816E-4,2.8161897152832987E-4,2.719589719074858E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141219,2014-12-19,3.08128862881396E-4,2.78748823684671E-4,2.937984542222565E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141220,2014-12-20,7.560572818008968E-4,4.092712373416232E-4,3.467847823871219E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141221,2014-12-21,4.0037647412096306E-4,3.1741378790733704E-4,8.296094229425974E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141222,2014-12-22,6.741272032639932E-4,4.258913517597346E-4,2.482363643830236E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141223,2014-12-23,5.039520524217976E-4,4.1260627298450245E-4,9.134568043840321E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141224,2014-12-24,4.65061863113761E-4,3.7848363349197994E-4,8.657464767510326E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141225,2014-12-25,6.351295452624091E-4,4.565792901440892E-4,1.7855023491489597E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141226,2014-12-26,4.999271456908611E-4,4.2494910419131E-4,7.497620556126546E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141227,2014-12-27,3.628426319569459E-4,3.304708239130185E-4,3.23717141493586E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
